STN Code,Dissolved Oxygen,Location Name,State Name,Year,pH,Conductivity,BOD,Nitrate N + Nitrite N,Fecal Coliform,Total Coliform,WQI,lat,lon
1976,5.75,NARSIMEHTA TALAV- JUNAGADH,GUJARAT,2020,7.85,798.0,14.25,1.145,9.5,56.0,183.99732798589514,22.3850051,71.745261
1977,5.05,CITY LAKE OF NADIAD,GUJARAT,2020,8.05,1214.0,3.1999999999999997,0.53,66.0,325.0,94.3552445603261,22.3850051,71.745261
2076,6.949999999999999,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,GUJARAT,2020,7.85,459.5,0.5,0.195,21.5,51.5,56.59342679750727,22.3850051,71.745261
2077,7.050000000000001,MOTICHER LAKE NEAR KAKARPAR ATOMIC POWER STATION,GUJARAT,2020,7.7,2418.5,0.85,0.1,7.0,37.5,56.70617345130566,22.3850051,71.745261
2078,5.75,KUWADAVA LAKE,GUJARAT,2020,7.800000000000001,1636.0,2.35,0.39,2.0,5.0,77.71495202482653,22.3850051,71.745261
3197,6.300000000000001,MACHHU-II DAM,GUJARAT,2020,7.45,1167.0,1.2,0.15500000000000003,2.0,2.0,58.68388372228874,22.8003959,70.88623203876728
3198,5.199999999999999,GOMTI LAKE,GUJARAT,2020,7.699999999999999,472.5,1.6,0.4,53.0,217.0,72.90533602396226,22.7589741,73.14757283750197
3199,6.5,HAMISAR TALAV,GUJARAT,2020,7.35,533.0,1.85,0.13,4.5,14.0,61.65480729294188,23.2472446,69.668339
3200,4.45,MOONSAR LAKE OF VIRAMGAM,GUJARAT,2020,8.8,9517.0,88.0,0.325,280.5,570.0,867.5354361899027,22.3850051,71.745261
3201,6.6,MALAV TALAV,GUJARAT,2020,9.15,3429.5,15.0,0.18,283.0,520.0,215.74356218493102,22.72670285,72.43542706979838
3202,6.1,VHERAIMATA TALAV AT ANAND,GUJARAT,2020,8.0,526.0,5.050000000000001,0.16999999999999998,905.0,1260.0,123.39496293519906,22.3850051,71.745261
1349,8.75,BRAHMSAROVAR LAKE AT KURUKSHETRA,HARYANA,2020,7.65,1033.0,3.4000000000000004,1.1949999999999998,1100.0,5570.0,95.45845374991475,29.0,76.0
1392,8.15,KAUSSHALAYA LAKE,HARYANA,2020,7.7,617.0,4.3999999999999995,1.6,13065.0,116630.0,397.38405571403337,30.8042411,76.9149498
1291,9.2,GOBINDSAGAR LAKE AT BILASPUR,HIMACHAL PRADESH,2020,7.9,283.0,0.25,1.745,101.5,600.0,46.44579236528269,30.90351215,74.9441870511005
1292,8.85,PONGDAM LAKE AT PONG VILLAGE,HIMACHAL PRADESH,2020,7.35,242.0,0.2,0.685,2.0,47.5,35.69146183689474,30.90351215,74.9441870511005
1429,6.85,RENUKA LAKE,HIMACHAL PRADESH,2020,7.15,3303.5,1.4,0.62,22.5,104.0,53.60104121946297,30.609078,77.46155437163742
2649,7.6,RIWALSAR LAKE,HIMACHAL PRADESH,2020,7.6,174.0,5.3,0.87,199.5,975.0,95.77136228446179,31.9292352,77.1828462
2650,6.300000000000001,KHAZIAR LAKE,HIMACHAL PRADESH,2020,7.25,99.5,3.45,0.9249999999999999,11.0,136.0,75.20646570241165,31.9292352,77.1828462
3587,5.85,SHETTYKERE LAKE,KARNATAKA,2020,8.15,736.0,4.5,3.85,1505.0,5550.0,137.00880548260545,14.5203896,75.7223521
3592,6.2,YEDIYUR LAKE,KARNATAKA,2020,8.25,487.5,9.5,1.7550000000000001,7970.0,82700.0,341.1832011322358,12.9338387,77.57668528462312
3601,3.1,KARIHOBANAHALLI LAKE,KARNATAKA,2020,7.2,1818.0,19.0,29.0,47315.0,272700.0,1338.0031605981126,14.5203896,75.7223521
3611,4.95,KAIKONDANAHALLI LAKE,KARNATAKA,2020,7.45,1331.5,11.5,4.8,48650.0,282000.0,1295.9010143732664,14.5203896,75.7223521
3612,5.25,AGARAM LAKE,KARNATAKA,2020,7.15,958.5,9.2,4.36,37400.0,477500.0,1063.0590224567525,12.76201475,80.08888579645833
3613,6.1,GOTTIGERE LAKE,KARNATAKA,2020,6.5,1101.0,4.0,1.9,17000.0,92000.0,464.64902176288814,14.5203896,75.7223521
3614,5.449999999999999,PUTTENAHALLI LAKE (S),KARNATAKA,2020,7.300000000000001,1049.0,5.85,2.575,55165.0,461750.0,1424.5299094650102,14.5203896,75.7223521
3615,4.9,ARAKERE LAKE,KARNATAKA,2020,7.2,1340.5,24.0,3.85,23395.0,179600.0,820.7899341401726,14.5203896,75.7223521
3616,5.2,KALENA AGRAHARA LAKE,KARNATAKA,2020,7.25,1010.0,8.05,6.32,35170.0,461750.0,1002.2448630270993,14.5203896,75.7223521
3617,5.55,HULIMAVU LAKE,KARNATAKA,2020,7.1,856.5,6.8,1.7,39920.0,274600.0,1050.055507841018,12.8700812,77.60420476682177
3618,7.8,SINGASANDRA LAKE,KARNATAKA,2020,7.2,925.0,11.3,1.955,60315.0,462700.0,1573.8186001727884,12.88243315,77.64537634837498
3620,3.6,PARAPPANA AGRAHARA LAKE,KARNATAKA,2020,7.25,1061.5,13.5,2.1799999999999997,65315.0,462700.0,1725.0733006434423,14.5203896,75.7223521
3624,5.25,PUTTENAHALLI LAKE,KARNATAKA,2020,6.65,837.5,8.0,6.42,70230.0,462700.0,1767.2185506973863,13.11198505,77.5770581964404
3644,5.3,MULBHAGAL LAKE,KARNATAKA,2020,6.9,1264.0,7.0,2.4,4600.0,35000.0,215.05776155546388,14.5203896,75.7223521
3645,6.3,DEVARAYASAMUDRA LAKE,KARNATAKA,2020,6.6,182.0,4.0,0.46,4100.0,24000.0,164.53240467294316,14.5203896,75.7223521
3646,6.2,NARASAPURA LAKE,KARNATAKA,2020,7.8,804.5,5.5,3.3,6470.0,48700.0,257.4832970783903,13.1332176,77.99954447955251
3654,3.25,GOTTIGERE LAKE,KARNATAKA,2020,6.65,1177.0,21.0,5.43,20042.0,175460.0,717.6426386010015,14.5203896,75.7223521
3679,7.5,BHUTANALA LAKE,KARNATAKA,2020,8.45,793.0,5.5,2.285,710.0,1250.0,124.42640713340195,14.5203896,75.7223521
3680,7.6,KILLA LAKE,KARNATAKA,2020,8.25,386.0,2.85,2.1399999999999997,635.0,1250.0,95.25009486308298,14.5203896,75.7223521
3685,6.8,NAVALOORU LAKE,KARNATAKA,2020,7.8500000000000005,657.5,3.8,0.84,64.5,454.0,87.68203891971801,14.5203896,75.7223521
4095,3.3,CHIKKABANVARA LAKE,KARNATAKA,2020,6.95,1186.5,19.65,6.2,42850.0,804600.0,1354.723388036826,12.98815675,77.62260003796
4504,5.25,SARAKKI LAKE,KARNATAKA,2020,7.3999999999999995,624.5,6.0,7.17,17550.0,124600.0,521.9205549595168,14.5203896,75.7223521
4506,3.1500000000000004,ABBIGERE LAKE,KARNATAKA,2020,6.75,989.0,8.0,7.4,31850.0,272700.0,887.7896085444413,13.07959455,77.52897601363335
4510,3.9000000000000004,RACHENAHALLI LAKE,KARNATAKA,2020,8.149999999999999,1048.5,17.0,3.385,26150.0,297000.0,866.9597698598966,13.0624602,77.61240882888731
4514,4.8,SADRAMANGALA LAKE,KARNATAKA,2020,6.949999999999999,991.0,7.0,1.7149999999999999,31740.0,271200.0,871.083737780159,14.5203896,75.7223521
4516,5.550000000000001,KUNDALAHALLI LAKE,KARNATAKA,2020,7.449999999999999,1143.5,6.5,1.6649999999999998,8740.0,81750.0,320.83370813544565,12.96936955,77.7207209346071
4518,4.05,GARUDACHARPALYA LAKE,KARNATAKA,2020,7.55,677.5,9.5,5.24,10850.0,82700.0,403.5348964395039,14.5203896,75.7223521
4520,2.85,CHINNAPANHALLI LAKE,KARNATAKA,2020,8.1,1019.0,21.75,6.25,49050.0,477500.0,1460.226439136416,14.5203896,75.7223521
4521,6.9,DEVARABEESANAHALLI LAKE,KARNATAKA,2020,7.3,954.0,8.6,1.7149999999999999,31730.0,271750.0,881.1113737314787,14.5203896,75.7223521
4523,2.2,NALLURAHALLI LAKE,KARNATAKA,2020,7.25,1245.0,13.5,9.0,58000.0,540000.0,1587.818160236157,12.97434155,77.73587347278149
4533,4.8,ULLALU LAKE,KARNATAKA,2020,7.55,1400.0,6.5,24.805,5730.0,47750.0,254.6267613536632,14.5203896,75.7223521
4534,5.85,SOMPURA LAKE,KARNATAKA,2020,6.949999999999999,569.5,3.5,2.385,22100.0,274600.0,622.4461848668785,12.8698009,77.76928872971652
4537,5.95,CHINNAKURCHI KERE,KARNATAKA,2020,7.35,420.5,4.0,2.805,35600.0,179600.0,911.0821019544758,14.5203896,75.7223521
4538,3.8,MACHOHALLI LAKE,KARNATAKA,2020,6.7,1807.5,29.5,4.609999999999999,47315.0,272700.0,1416.236400343592,14.5203896,75.7223521
4542,5.65,BASAVANAPURA LAKE,KARNATAKA,2020,7.35,927.0,8.5,2.185,24230.0,176750.0,700.1520888535039,14.5203896,75.7223521
4543,5.15,KODI SINGASANDRA LAKE,KARNATAKA,2020,7.35,720.5,10.7,6.9399999999999995,55850.0,804600.0,1561.2111111355675,14.5203896,75.7223521
4544,7.3,KOTHUNURU LAKE,KARNATAKA,2020,7.15,666.0,17.1,1.8849999999999998,11895.0,179600.0,492.4338333210352,14.5203896,75.7223521
4545,4.85,JUNGU KERE,KARNATAKA,2020,7.449999999999999,1032.5,10.0,6.0,4300.0,48700.0,250.06039351339427,14.5203896,75.7223521
4546,3.65,JAKKSANDRA LAKE,KARNATAKA,2020,7.15,930.5,7.0,6.835,7600.0,50600.0,297.5891588985988,14.5203896,75.7223521
4547,5.05,SWARANA KUNTE,KARNATAKA,2020,7.4,863.0,6.0,1.8900000000000001,70470.0,802700.0,1843.5591724062465,14.5203896,75.7223521
1383,1.75,ORUVATHILKOTTA LAKE,KERALA,2020,7.0,358.0,6.25,0.06,600.0,1850.0,130.91960009927922,10.3528744,76.5120396
1385,7.15,SASTHAMCOTTA LAKE,KERALA,2020,7.35,157.0,1.9500000000000002,0.7,70.0,280.0,60.900395908030305,10.3528744,76.5120396
1441,4.6,ASHTHAMUDI LAKE AT QUILON,KERALA,2020,7.35,18710.0,3.7,2.4000000000000004,160.0,425.0,94.97491596064383,10.3528744,76.5120396
1574,6.449999999999999,PARAVUR,KERALA,2020,7.4,14015.0,1.85,1.4,140.0,425.0,68.97521764844647,8.8098891,76.6715303
1575,4.5,VEMBANAD LAKE,KERALA,2020,7.15,23295.0,1.75,0.73,12240.0,23550.0,348.0067096974443,10.3528744,76.5120396
1576,7.550000000000001,PERIYAR LAKE AT THEKKADY,KERALA,2020,7.25,42.5,0.5,0.030000000000000002,201.0,301.0,47.209898186393374,9.5804995,77.181142
1577,7.1,KODUNGALLOOR,KERALA,2020,7.300000000000001,18200.0,1.8,0.27,858.5,2174.5,80.76024165979092,10.2269615,76.19840495
1578,4.15,KAYAMKULAM,KERALA,2020,7.4,5019.0,4.050000000000001,0.165,601.0,1251.0,107.77407625885044,9.1723603,76.500061
1580,7.65,POOKOTE,KERALA,2020,7.2,28.0,0.8500000000000001,0.055,62.0,82.0,45.8341383698531,10.3528744,76.5120396
2318,7.3,PAZHASSI RESERVOIR (KANNUR),KERALA,2020,7.1,56.0,0.75,0.034999999999999996,90.0,330.0,45.57558613031291,10.3528744,76.5120396
2328,7.35,RSVR AT MALAMPUZHA,KERALA,2020,7.25,109.5,0.65,0.74,301.0,461.0,51.84076030706683,10.3528744,76.5120396
2329,7.95,RSVR AT BHOOTHATHANKETU,KERALA,2020,6.85,35.5,1.1,0.5,1120.0,3529.0,64.7558790480319,10.3528744,76.5120396
2330,7.8,RSVR AT EDAMALAYAR,KERALA,2020,7.050000000000001,23.0,0.9500000000000001,0.065,75.0,173.5,43.70207549678741,10.3528744,76.5120396
3470,4.3500000000000005,VELLAYANI LAKE AT VANDITHADOM,KERALA,2020,6.6,157.0,7.3,0.01,250.0,900.0,112.75727241943902,8.4882267,76.947551
1373,8.35,UPPER LAKE AT BHOPAL (INTAKE POINT),MADHYA PRADESH,2020,8.05,538.0,1.7,2.365,181.0,11020.0,70.16374445607175,19.12195775,72.90929420210506
1374,6.8,LOWER LAKE AT BHOPAL OUTLET M.P.,MADHYA PRADESH,2020,7.75,624.0,10.95,3.8800000000000003,11019.5,800460.0,569.0448331063774,23.8143419,77.5340719
1466,7.15,MULTAI TANK LAKE AT VILLA. KHARI ON BETUL-AMRAVATI ROAD M.P(.TAPTI NEAR AMARAWATI,MADHYA PRADESH,2020,7.8,715.5,6.5,2.4000000000000004,5.0,44.5,107.80701972839081,23.8143419,77.5340719
2128,7.7,KHANDARI RESERVOIR WATER OFF TAKE POINT,MADHYA PRADESH,2020,7.7,321.0,1.3,0.775,2.0,28.5,57.05946114261102,23.8143419,77.5340719
2130,6.75,MADHAV LAKE,MADHYA PRADESH,2020,7.9,524.0,2.35,0.76,4.5,71.0,74.50400635113093,25.37412155,77.82788660942335
2131,7.3999999999999995,YASHWANT SAGAR AT INDORE,MADHYA PRADESH,2020,7.75,554.5,1.25,1.105,1.0,75.5,59.00399932863545,23.8143419,77.5340719
2132,7.05,BILAWALI TALAB AT INDORE,MADHYA PRADESH,2020,8.1,726.5,1.25,1.19,1.0,99.5,66.81547331759175,23.8143419,77.5340719
2133,7.6,SIRPUR TALAB AT INDORE,MADHYA PRADESH,2020,7.85,461.0,1.2,0.845,1.0,76.5,59.28603135862158,23.8143419,77.5340719
2134,6.9,NAGCHUN TALAB AT KHANDWA,MADHYA PRADESH,2020,7.75,378.5,1.1,0.9950000000000001,1.5,51.0,60.03632093698675,23.8143419,77.5340719
2135,7.45,GOVINDGARH LAKE,MADHYA PRADESH,2020,7.6,295.5,1.35,0.42500000000000004,10.0,40.5,57.10489593011099,23.8143419,77.5340719
2136,8.100000000000001,SHAHPURA LAKE AT WEIR NEAR AYUSHMAN HOSPITAL,MADHYA PRADESH,2020,7.800000000000001,589.5,10.6,8.48,17505.0,800270.0,704.5392846396991,23.2584857,77.401989
2137,9.15,UPPER LAKE AT YATCH CLUB,MADHYA PRADESH,2020,8.15,497.5,1.05,2.4850000000000003,801.0,14017.0,76.68500921169728,23.8143419,77.5340719
2138,9.600000000000001,UPPER LAKE AT KARBALA CLUB,MADHYA PRADESH,2020,7.949999999999999,532.5,2.55,2.385,1201.0,21523.5,94.83699199058186,23.8143419,77.5340719
2139,9.05,UPPER LAKE AT BAIRAGARH CLUB,MADHYA PRADESH,2020,8.05,551.0,2.4,4.38,8501.0,46023.0,265.08597249194196,23.8143419,77.5340719
2140,6.55,KERWA DAM NEAR REST HOUSE,MADHYA PRADESH,2020,7.7,534.5,1.4000000000000001,2.26,43.0,8510.5,66.47121695723726,23.2664845,77.4130845
2141,8.8,JANUNIA TALAB NEAR W/S,MADHYA PRADESH,2020,8.0,374.5,1.95,0.735,2.0,45.5,62.739669175479364,23.8143419,77.5340719
2142,7.4,KALISINDH RESERVOIR AT SARANGPUR,MADHYA PRADESH,2020,7.550000000000001,438.0,1.5,1.05,2.5,38.0,57.73871415802167,23.87167065,76.77447033719486
3296,7.3,CHORAL DAM NEAR INDORE,MADHYA PRADESH,2020,7.75,464.5,1.35,1.275,1.0,47.5,60.362769202647,23.8143419,77.5340719
4614,7.0,SUPTAL JABALPUR,MADHYA PRADESH,2020,7.699999999999999,511.0,3.3,1.175,36.0,808.5,79.1421576998134,23.8143419,77.5340719
4615,6.65,GANGA SAGAR JABALPUR,MADHYA PRADESH,2020,7.35,545.5,5.15,0.8600000000000001,86.0,805.5,92.20648010027422,23.8143419,77.5340719
4622,7.15,KOPTAL LAKE AT WATER SUPPLY INTAKE POINT CHHATARPUR,MADHYA PRADESH,2020,7.449999999999999,231.0,1.3,0.09000000000000001,2.0,14.5,55.26832522287512,23.8143419,77.5340719
1348,7.5,WARD'S LAKE AT SHILLONG,MEGHALAYA,2020,7.5,137.5,3.6500000000000004,0.64,127.0,590.0,78.18789118094757,25.5379432,91.2999102
1459,6.9,THADLASKEIN LAKE,MEGHALAYA,2020,7.0,212.5,3.5999999999999996,0.585,214.5,647.0,73.91290075390155,25.5379432,91.2999102
3348,6.199999999999999,UMIAM LAKE ATNEAR UNITED CHRISTIAN COLLEGE,MEGHALAYA,2020,7.300000000000001,87.0,5.550000000000001,1.755,470.0,915.0,105.56300109173604,25.87640255,91.85675741641606
3349,7.15,TASEK LAKE AT SONGSAK (NAPHAK),MEGHALAYA,2020,7.1,67.0,1.9000000000000001,0.395,70.5,325.0,56.08629118047239,25.61849455,90.63421621777748
3953,7.15,CHILKA AT RAMBHA,ODISHA,2020,8.0,14039.0,1.75,0.53,111.0,560.0,74.43493877362212,20.5431241,84.6897321
3954,6.35,TAMPADA LAKE AT CHHATRAPUR,ODISHA,2020,8.25,959.5,5.2,0.95,1715.0,8615.0,147.59371914643907,20.5431241,84.6897321
3955,6.2,ANSHUPA AT SUBARANAPUR,ODISHA,2020,7.5,173.5,1.35,2.34,605.0,1860.0,75.13532159046315,20.5431241,84.6897321
3956,6.199999999999999,ANSHUPA AT BISHNUPUR,ODISHA,2020,7.4,160.5,1.45,0.8200000000000001,1110.0,1805.0,85.27946003578188,20.5431241,84.6897321
3957,7.0,ANSHUPA AT SARANDAGARH,ODISHA,2020,7.45,154.5,1.5,0.545,672.5,1835.0,73.03442800761252,20.5431241,84.6897321
1396,5.9,OUSTERI LAKE,PUDUCHERRY,2020,7.35,543.5,1.4,0.48500000000000004,806.5,811.5,78.52401927531757,10.91564885,79.80694879844232
1686,5.5,BAHOUR LAKE,PUDUCHERRY,2020,7.050000000000001,309.5,1.25,0.72,920.0,1600.0,76.57362995306039,11.8245095,79.73715777860332
4634,6.8,KANAGAN LAKE,PUDUCHERRY,2020,8.0,880.0,6.25,0.425,1951.0,6300.0,155.01971385671817,10.91564885,79.80694879844232
1297,7.65,HARIKE LAKE AT HARIKE VILLAGE,PUNJAB,2020,7.75,243.5,1.4500000000000002,0.85,360.0,1200.0,67.66862715524229,30.9293211,75.5004841
1382,7.95,HARIKE LAKE D/S FROM CANAL,PUNJAB,2020,7.85,257.0,1.5,0.75,530.0,1850.0,72.3017182474199,30.9293211,75.5004841
2912,4.45,RANJIT SAGAR RESERVOIR,PUNJAB,2020,7.95,192.0,0.6000000000000001,0.35,28.5,77.5,71.36008816411145,30.9293211,75.5004841
1285,7.75,PICHOLA LAKE AT UDAIPUR (WATER INTAKE POINT),RAJASTHAN,2020,8.4,540.0,1.9500000000000002,1.92,48.0,89.0,75.92773564979255,26.8105777,73.7684549
1286,5.949999999999999,UDAISAGAR LAKE AT UDAIPUR (INTAKE PT.) RAJASTHAN,RAJASTHAN,2020,8.2,1155.0,2.5,2.375,107.0,180.0,87.4963139585129,26.8105777,73.7684549
1414,3.5,PUSHKAR LAKE,RAJASTHAN,2020,8.3,375.0,3.4,3.135,44.5,119.0,107.49951383368717,26.4875533,74.55404662867572
1481,7.9,FATEH SAGAR LAKE AT UDAIPUR INTAKE POINT OF PHED,RAJASTHAN,2020,8.55,1065.0,1.9500000000000002,1.45,78.5,135.0,78.5596334243393,26.8105777,73.7684549
1716,5.35,NAKKI LAKE,RAJASTHAN,2020,8.0,280.0,1.7000000000000002,1.8849999999999998,66.0,142.5,78.6669304993756,24.5953049,72.70390264699941
2935,4.25,JET SAGAR LAKE,RAJASTHAN,2020,8.25,410.0,2.2,1.605,139.5,267.5,94.37669834336187,25.4367659,75.736147085863
2937,6.0,SILISERH LAKE,RAJASTHAN,2020,7.65,245.0,1.85,0.92,18.5,42.5,69.60613347199443,27.41400485,76.61703869600933
2938,5.35,RAJSAMAND LAKE,RAJASTHAN,2020,8.5,470.0,2.2,1.51,94.5,157.5,92.40663436807881,25.07747625,73.88626319669183
2939,5.45,RAJSAMAND LAKE,RAJASTHAN,2020,8.600000000000001,530.0,1.7999999999999998,1.58,139.5,262.0,91.16032086026338,25.07747625,73.88626319669183
2940,6.35,GAPE- SAGAR LAKE,RAJASTHAN,2020,8.45,655.0,2.55,1.915,152.0,610.0,91.28392050479232,23.8538893,73.7087177
2941,8.1,JAISAMAND LAKE,RAJASTHAN,2020,8.600000000000001,495.0,1.65,1.45,49.0,94.5,75.02171701132099,24.13770075,74.04723864534469
2942,7.9,JAISAMAND LAKE,RAJASTHAN,2020,8.45,600.0,1.85,1.9300000000000002,43.5,92.0,75.10418715418575,24.13770075,74.04723864534469
2943,3.4,LODHA TALAB,RAJASTHAN,2020,7.85,720.0,3.0,2.5599999999999996,267.5,1275.0,101.83346033219408,23.49150465,74.35021720129201
4177,6.199999999999999,SWAROOP SAGAR LAKE,RAJASTHAN,2020,8.65,520.0,1.7,1.875,82.0,240.5,86.28753992341076,26.8105777,73.7684549
4178,4.7,GOVERDHAN SAGAR,RAJASTHAN,2020,8.5,805.0,2.75,1.82,262.0,610.0,104.31738454737956,24.5439951,73.68584719359191
4795,4.15,NELA TALAB,RAJASTHAN,2020,8.3,710.0,2.75,1.945,121.5,195.0,100.2834691784421,24.578721,73.6862571
1420,6.25,KODAI KANAL LAKE,TAMIL NADU,2020,6.9,125.0,3.0,1.3399999999999999,42.5,78.0,66.12384218265588,10.9094334,78.3665347
1421,5.6,UDHAGAMADALEM LAKE (OOTY),TAMIL NADU,2020,7.300000000000001,431.0,6.55,0.5,116.0,287.0,109.26755147314486,10.9094334,78.3665347
1452,6.5,YERCAUD LAKE,TAMIL NADU,2020,7.25,332.0,1.05,0.495,142.5,375.0,55.96668211615668,11.7832744,78.21046871339286
3007,6.35,VEERANAM LAKE AT CUDDALORE,TAMIL NADU,2020,8.15,589.5,1.25,0.495,62.5,175.0,72.32243099297666,10.9094334,78.3665347
3008,6.0,POONDI LAKE AT THIRUVALLUR,TAMIL NADU,2020,7.75,486.5,2.5,0.685,2.0,86.0,76.76795863463683,10.9094334,78.3665347
3009,5.65,REDD HILLS AT THIRUVALLUR,TAMIL NADU,2020,7.65,435.5,2.0,1.095,47.5,246.0,73.36587464447307,10.9094334,78.3665347
3010,6.0,PORUR LAKE AT THIRUVALLUR,TAMIL NADU,2020,7.949999999999999,1246.5,2.0,1.085,61.0,670.0,77.46015115694388,10.9094334,78.3665347
3011,5.25,PULICATE LAKE AT THIRUVALLUR,TAMIL NADU,2020,7.949999999999999,39105.0,3.0,1.265,23.5,166.0,97.3769148074173,10.9094334,78.3665347
1391,3.2,HUSSAIN SAGAR LAKE,TELANGANA,2020,7.5,1316.0,18.0,26.795,277.0,975.0,232.42670304249438,17.42291125,78.47542103126167
1788,2.0,SAROORNAGAR,TELANGANA,2020,7.35,1284.0,27.0,4.55,39.0,815.5,307.5248740597542,17.4755464,78.3029526
1789,5.75,HIMAYAT SAGAR LAKE,TELANGANA,2020,7.699999999999999,437.0,2.55,1.195,5.0,79.5,77.6551766866846,17.4755464,78.3029526
2340,2.9499999999999997,LAXMINARAYANA CHERUVU AT EDULABAD,TELANGANA,2020,7.85,1357.0,11.35,4.35,13.0,216.0,172.38363328822166,16.9344152,77.7788338
2341,2.75,MIRALAM LAKE NEAR ZOO PARK,TELANGANA,2020,7.55,1297.5,13.0,54.05,19.0,910.0,188.449368943185,16.9344152,77.7788338
2342,0.2,NOOR MD. KUNTA,TELANGANA,2020,7.35,1891.0,55.0,11.45,36.0,855.0,564.8745968598474,16.9344152,77.7788338
3068,6.3,RAMAPPA LAKE,TELANGANA,2020,8.0,214.5,3.05,3.505,2.0,36.0,84.76954186147978,18.23337235,79.9393490664614
3069,5.1,SHAMEERPET LAKE,TELANGANA,2020,7.6000000000000005,553.5,3.0,1.95,6.0,149.0,83.17583013233318,17.7385691,79.130207
3070,2.4499999999999997,FOX SAGAR,TELANGANA,2020,7.449999999999999,1781.0,27.0,6.82,25.5,839.5,307.16028105564106,17.5258589,78.46905021499732
3071,1.75,LANGARHOUSE LAKE,TELANGANA,2020,7.300000000000001,1127.0,16.0,9.7,19.0,280.0,210.45342119907608,17.360589,78.4740613
3072,1.05,SAFILGUDA LAKE,TELANGANA,2020,7.25,1296.0,17.0,12.02,17.0,228.0,222.04051151158197,17.46338775,78.53627735570706
3073,0.65,HASMATHPET LAKE,TELANGANA,2020,7.2,1328.0,21.0,12.85,83.5,915.0,260.22698873577747,17.47582539878519,78.48473706511365
3074,0.6,BANJARA LAKE,TELANGANA,2020,7.4,1112.0,10.0,1.345,72.0,600.0,164.9363220515022,17.410768,78.44854448849662
4229,2.65,NEKNAMPUR LAKE,TELANGANA,2020,7.35,1590.5,18.45,4.635,17.0,252.0,228.17771006485006,17.8495919,79.1151663
4234,2.4,UMDA SAGAR LAKE,TELANGANA,2020,7.800000000000001,1096.0,17.0,6.65,67.0,360.0,225.59675612417504,17.2611444,78.3931943
4235,2.5999999999999996,LAKE KAMUNI ( SHAMSHABAD LAKE),TELANGANA,2020,7.8,1269.5,15.3,10.5,19.0,252.0,208.95895960367127,17.8495919,79.1151663
4667,1.55,SURRAM CHERUVU (PALLE CHERUVU),TELANGANA,2020,7.550000000000001,1799.5,25.0,10.7,24.0,301.5,295.7974604071007,17.3714879,78.5727265
4668,2.3,CHINNARAYAN CHERUVU,TELANGANA,2020,7.4,1548.5,20.0,8.5,11.0,239.5,244.72771897049236,17.5022292,78.5088584
4669,2.0,PEDDA CHERUVU,TELANGANA,2020,7.550000000000001,1803.5,19.0,9.55,24.0,330.0,240.40134909125413,14.0230123,80.088645
4670,2.1999999999999997,MADDELLA KUNTA/ BAIRAMALGUDA CHERUVU,TELANGANA,2020,7.55,917.0,10.1,2.1999999999999997,9.5,145.0,159.29405300146348,17.8495919,79.1151663
4672,2.55,MEDI KUNTA (WIPRO LAKE),TELANGANA,2020,7.800000000000001,1183.5,13.0,4.75,20.0,257.0,188.215449570377,17.4129831,78.338635
4673,1.6500000000000001,MEEDI KUNTA (BK ENCLAVE LAKE),TELANGANA,2020,7.15,1119.0,20.0,2.9,15.0,515.0,242.957994674363,17.8495919,79.1151663
4674,1.65,MEEDI KUNTA,TELANGANA,2020,7.55,972.5,8.0,6.3,8.5,257.0,143.81362761362604,17.4834409,78.3611316
4676,1.45,BANDA CHERUVU,TELANGANA,2020,7.35,1429.0,19.5,11.9,36.0,246.5,244.42303009918416,17.4612372,78.54639010482663
4677,2.55,LINGAM CHERUVU,TELANGANA,2020,7.4,1533.5,16.0,15.05,25.5,295.0,209.1621867582707,17.5402262,78.4399957
4678,0.55,PATEL CHERUVU,TELANGANA,2020,7.45,1520.0,20.0,6.4,37.5,286.5,254.37575473658583,17.497296050000003,78.35078775289792
4679,1.35,HUDA PARK LAKE/ BUMRUKH KHAN DOWLA,TELANGANA,2020,7.35,1922.5,23.0,4.05,43.5,325.0,275.3212070034613,17.8495919,79.1151663
4680,6.15,LAKNAVARAM CHERUVU,TELANGANA,2020,7.25,369.0,7.0,2.2800000000000002,9.5,95.0,107.5185770789102,18.14801745,80.0603249660266
4681,5.4,PHAKAL CHERUVU,TELANGANA,2020,7.8999999999999995,275.5,2.4,1.05,14.0,127.0,81.64070214263671,17.9305758,79.893639
4682,2.8499999999999996,BANDAM CHERUVU,TELANGANA,2020,7.699999999999999,1144.0,10.5,2.15,46.0,285.0,163.1948669051939,18.0068629,79.5578719
4683,4.0,PEDDA CHERUVU,TELANGANA,2020,7.800000000000001,567.5,7.1,0.97,12.0,73.5,128.24502954758637,14.0230123,80.088645
4684,6.15,CAMPUS LAKE,TELANGANA,2020,7.1,554.0,3.1,4.695,43.5,260.0,71.48556485180227,28.6264459,77.1609878
4685,6.2,SURISIGAL LAKE ICRISAT,TELANGANA,2020,7.1,502.0,3.7,5.245,121.5,885.0,78.46936519855282,17.8495919,79.1151663
4686,6.25,ICRISAT LAKE,TELANGANA,2020,6.949999999999999,570.5,3.9,8.385,19.5,286.5,75.3642536743373,28.6264459,77.1609878
4687,6.35,RED LAKE,TELANGANA,2020,7.05,782.5,3.9,11.28,8.5,270.0,76.73508238540126,28.6264459,77.1609878
